CN,RA,JC,AA,PA,Label
1,0.0008025682182985554,0.002183406113537118,0.14029783576299842,32648,1
0,0,0.0,0,815424,1
5,0.006345187339090991,5.819299123613552e-05,0.5438400724738902,945065,1
0,0,0.0,0,35146,1
91,0.005222373114859099,0.01117936117936118,8.749073326804993,1621858,1
2,1.8721659794711666e-05,7.358081012471947e-06,0.1670322198307456,1087232,1
0,0,0.0,0,174610,1
9,0.0058869185717146935,0.0140625,1.1852030528917834,18570,1
0,0,0.0,0,1525314,1
13,0.0032924997700560926,0.005330053300533005,1.4238534831697685,58272,1
8,0.01084245516682372,0.0010690899371909662,1.0923771611964077,104678,1
25,0.0007351833111831064,0.005576622797233995,2.308726468216935,332475,1
128,0.007131879940318918,0.0025209256523879863,12.613937828145257,8422342,1
0,0,0.0,0,762657,1
29,0.0016448323430555052,0.0004859737909307236,2.7558728240168344,2148012,1
0,0,0.0,0,25606,1
0,0,0.0,0,456,1
2,0.0019352241763685907,0.005633802816901409,0.2585714015441199,1062,1
100,0.0060822407267609084,0.003043584124665206,9.838155607523335,5964868,1
0,0,0.0,0,762657,1
14,0.0026875284807722716,0.00016294416834460363,1.5230565983001823,1546470,1
0,0,0.0,0,509690,1
5,5.4846626222312215e-05,0.0014400921658986176,0.43648084609260973,27752,1
1,1.6262542485892245e-05,2.4928952485416564e-05,0.09068940734870236,280756,1
25,0.05594580695890259,0.0056167153448663226,3.8927178812449212,203780,1
5,9.602103816855052e-05,7.850895787209321e-05,0.4570684937577296,509472,1
2,0.0005492047434384308,4.852672852206996e-06,0.24382653138807941,10715120,1
27,0.004328870625063735,0.002401067140951534,2.790643513996354,494032,1
1,4.2211903756859436e-05,0.00015206812652068127,0.09927717975955712,26292,1
2,7.515397793656135e-05,4.993944841879221e-06,0.19618849656481574,1601932,1
0,0,0.0,0,509690,1
2,0.0017846369242531007,0.00045829514207149406,0.2843020636513939,13089,1
54,0.002235983052338013,0.01646843549862763,5.139622607358594,425600,1
0,0,0.0,0,412120,1
47,0.0015511656016978957,0.0004430785474565406,4.3915380391070595,5727726,1
118,0.00821200722265386,0.01491028556987617,11.830043369866152,2893212,1
43,0.0010215138127337906,0.000805439526476483,3.9672492398582846,2722329,1
74,0.01210171287879115,0.016887266088544045,8.281960590993723,761484,1
10,0.0006203954464857779,0.0005178663904712584,0.9907198545409521,231696,1
3,3.3108681175627963e-05,0.004761904761904762,0.2614016280872086,19232,1
59,0.0024943000566578907,0.0007835845673683511,5.572166711171428,5420304,1
1,0.0004574565416285453,0.0003795066413662239,0.13004190900449672,7899,1
2,1.264051585387269e-05,4.8529436743092445e-06,0.1644833627371642,1236360,1
56,0.0023270570735981185,0.008628659476117103,5.314384326224026,1580045,1
52,0.007766541862533749,0.004034134988363072,5.460938609605969,1779617,1
0,0,0.0,0,27984,1
25,0.017974348876388362,0.00041502730879691886,3.273937799730945,4514025,1
57,0.005201114329735853,0.0030719482619240095,5.605718660858115,1685411,1
16,0.009767076878698613,0.010018785222291797,2.059120564389838,53686,1
0,0,0.0,0,8761,1
